gene1	gene2	Coexpression Network	Interactome Network
Pbr019372.1	Pbr022837.1	IV	V
Pbr019374.2	Pbr022835.1	IV	V
Pbr019387.1	Pbr025047.3	III	V
Pbr019390.1	Pbr025052.1	II	IV
Pbr019391.1	Pbr025053.1	II	V
Pbr019393.1	Pbr025054.1	IV	V
Pbr015490.1	Pbr027555.2	IV	V
Pbr015488.1	Pbr027557.1	IV	I
Pbr015482.2	Pbr027562.1	III	IV
Pbr015481.1	Pbr027563.3	III	IV
Pbr015480.2	Pbr027564.1	III	V
Pbr015478.1	Pbr027565.1	III	V
Pbr015466.1	Pbr027567.1	IV	V
Pbr015462.1	Pbr027569.1	III	V
Pbr015458.1	Pbr027582.2	III	V
Pbr015453.1	Pbr027585.1	III	V
Pbr015451.1	Pbr027586.1	III	IV
Pbr027842.1	Pbr003164.1	III	V
Pbr027868.1	Pbr003107.1	IV	V
Pbr027869.1	Pbr003102.1	III	V
Pbr027870.1	Pbr003099.1	III	I
Pbr027883.1	Pbr003071.1	IV	I
Pbr027887.1	Pbr003062.1	IV	III
Pbr027897.1	Pbr033866.1	IV	V
Pbr034281.1	Pbr033847.1	III	V
Pbr034285.1	Pbr033843.1	IV	V
Pbr034287.1	Pbr033840.1	III	V
Pbr034294.1	Pbr033836.1	III	IV
Pbr034297.1	Pbr033832.1	IV	V
Pbr034311.1	Pbr033829.1	III	V
Pbr034315.1	Pbr033826.1	III	V
Pbr034317.1	Pbr033824.1	III	IV
Pbr037398.1	Pbr036005.1	IV	V
Pbr037397.1	Pbr036002.1	IV	V
Pbr037394.1	Pbr035993.1	IV	V
Pbr037392.1	Pbr035991.1	III	IV
Pbr037389.1	Pbr035987.1	III	IV
Pbr037372.1	Pbr027730.1	III	V
Pbr027703.1	Pbr037931.1	IV	V
Pbr027704.1	Pbr037933.1	IV	V
Pbr027705.1	Pbr037937.1	IV	V
Pbr027712.1	Pbr037943.1	IV	V
Pbr027717.2	Pbr037949.2	III	V
Pbr027718.1	Pbr037952.1	IV	V
Pbr027719.1	Pbr037953.1	IV	V
Pbr027721.1	Pbr037955.1	IV	V
Pbr027676.1	Pbr038126.1	IV	V
Pbr027680.1	Pbr038123.1	IV	V
Pbr027684.3	Pbr038121.1	IV	V
Pbr027692.1	Pbr038113.1	IV	V
Pbr027693.1	Pbr038110.1	IV	V
Pbr027695.1	Pbr038108.1	III	V
Pbr024335.1	Pbr001066.1	IV	V
Pbr024323.1	Pbr001056.1	I	IV
Pbr024321.1	Pbr001050.1	IV	V
Pbr024320.1	Pbr001049.1	IV	V
Pbr024319.1	Pbr001048.1	III	IV
Pbr024318.1	Pbr001047.1	III	IV
Pbr024316.1	Pbr001044.1	IV	V
Pbr036381.1	Pbr007408.1	III	IV
Pbr036385.2	Pbr007411.2	III	II
Pbr041991.1	Pbr027585.1	III	V
Pbr041992.1	Pbr027586.1	IV	V
Pbr041996.1	Pbr027587.1	IV	V
Pbr041999.1	Pbr027592.1	III	V
Pbr042004.1	Pbr027595.1	III	V
Pbr042006.1	Pbr027598.1	III	IV
Pbr014330.1	Pbr032057.1	IV	V
Pbr014329.2	Pbr032056.1	III	V
Pbr014306.1	Pbr005472.1	IV	V
Pbr014305.1	Pbr005471.2	III	V
Pbr014303.1	Pbr005469.1	II	IV
Pbr014302.2	Pbr005467.1	III	V
Pbr019797.1	Pbr001095.1	IV	V
Pbr019793.1	Pbr001087.1	IV	I
Pbr019783.2	Pbr001077.1	IV	V
Pbr019775.1	Pbr001072.1	III	IV
Pbr020081.1	Pbr022869.1	III	IV
Pbr020071.1	Pbr022859.1	IV	V
Pbr020070.1	Pbr022858.1	I	III
Pbr020068.1	Pbr022852.1	IV	V
Pbr020056.1	Pbr025040.1	IV	V
Pbr032074.1	Pbr003125.2	IV	V
Pbr032089.1	Pbr003108.1	IV	V
Pbr022142.1	Pbr040547.1	I	IV
Pbr022144.1	Pbr040544.1	IV	V
Pbr022146.1	Pbr040541.1	IV	I
Pbr029428.1	Pbr040547.1	I	V
Pbr029430.1	Pbr040545.1	III	V
Pbr029432.1	Pbr040542.1	III	V
Pbr005885.1	Pbr040542.1	III	V
Pbr005887.1	Pbr040536.1	IV	III
Pbr005908.1	Pbr040498.1	III	IV
Pbr005913.1	Pbr040488.1	IV	V
Pbr020019.1	Pbr007327.1	IV	V
Pbr019991.1	Pbr007359.1	III	IV
Pbr019988.2	Pbr007364.1	IV	V
Pbr019982.1	Pbr007373.1	III	V
Pbr020812.1	Pbr032854.1	IV	V
Pbr020817.1	Pbr032866.1	III	IV
Pbr020818.1	Pbr032867.1	IV	V
Pbr020821.1	Pbr032870.1	IV	V
Pbr020822.1	Pbr032873.1	IV	V
Pbr017351.1	Pbr000989.1	IV	V
Pbr017352.1	Pbr000990.1	IV	V
Pbr017357.1	Pbr000993.1	III	IV
Pbr017358.1	Pbr000994.1	IV	V
Pbr017362.1	Pbr001001.1	III	IV
Pbr042740.1	Pbr001002.1	IV	V
Pbr020812.1	Pbr003918.1	IV	V
Pbr020785.1	Pbr003883.1	IV	V
Pbr020786.1	Pbr003884.1	III	V
Pbr020789.1	Pbr003889.1	III	V
Pbr020795.1	Pbr003894.1	IV	V
Pbr020796.1	Pbr003896.1	IV	V
Pbr020800.1	Pbr003897.1	IV	V
Pbr020803.1	Pbr003902.1	III	V
Pbr020827.1	Pbr032874.1	III	V
Pbr020834.1	Pbr034017.1	III	IV
Pbr020836.2	Pbr034016.1	III	IV
Pbr020837.1	Pbr034015.1	III	V
Pbr020847.1	Pbr034010.1	IV	V
Pbr020852.1	Pbr034004.1	IV	V
Pbr017387.1	Pbr030212.1	IV	V
Pbr017391.1	Pbr030208.1	IV	V
Pbr017392.1	Pbr030207.1	II	IV
Pbr017395.1	Pbr030203.2	III	V
Pbr029465.1	Pbr039714.1	III	V
Pbr029470.1	Pbr039717.1	IV	V
Pbr029475.1	Pbr039721.1	IV	V
Pbr029476.1	Pbr039722.1	III	V
Pbr020821.1	Pbr029513.1	IV	V
Pbr020828.1	Pbr029523.1	III	V
Pbr021077.1	Pbr042126.1	IV	V
Pbr021078.1	Pbr042127.1	II	IV
Pbr021080.1	Pbr042129.1	III	IV
Pbr021089.1	Pbr042140.1	IV	V
Pbr021094.1	Pbr042143.1	IV	V
Pbr021095.1	Pbr042148.1	IV	V
Pbr021101.1	Pbr042149.1	III	V
Pbr021158.1	Pbr027334.1	III	V
Pbr021159.1	Pbr027333.1	IV	V
Pbr021160.1	Pbr027332.1	II	V
Pbr021163.1	Pbr027329.1	IV	V
Pbr021166.1	Pbr027328.1	IV	V
Pbr021169.1	Pbr027309.1	IV	V
Pbr017391.1	Pbr000398.1	IV	III
Pbr017392.1	Pbr000397.1	IV	V
Pbr017421.1	Pbr000366.1	IV	V
Pbr017425.1	Pbr000361.1	IV	V
Pbr017438.1	Pbr000356.1	IV	V
Pbr021169.1	Pbr042643.1	IV	V
Pbr021172.1	Pbr000255.1	IV	V
Pbr021184.1	Pbr000272.1	IV	I
Pbr037360.2	Pbr015117.1	IV	V
Pbr037359.2	Pbr015112.1	IV	V
Pbr037349.1	Pbr015095.1	III	V
Pbr037346.1	Pbr015092.1	III	V
Pbr037345.1	Pbr015088.1	IV	V
Pbr037341.1	Pbr015081.1	III	IV
Pbr020830.1	Pbr032362.1	IV	V
Pbr020836.2	Pbr032353.1	III	IV
Pbr020841.1	Pbr032352.1	III	II
Pbr020844.1	Pbr032348.1	IV	V
Pbr020847.1	Pbr032345.1	IV	V
Pbr020850.1	Pbr032334.1	IV	V
Pbr020147.1	Pbr006116.1	III	V
Pbr020146.2	Pbr006120.1	III	V
Pbr020145.1	Pbr006122.1	I	V
Pbr020143.1	Pbr006126.1	III	IV
Pbr020141.1	Pbr006128.1	III	V
Pbr020140.1	Pbr006129.1	IV	V
Pbr020138.1	Pbr006132.1	IV	V
Pbr020132.1	Pbr006140.1	III	V
Pbr020131.2	Pbr006141.1	II	V
Pbr020130.1	Pbr006142.1	IV	I
Pbr020128.2	Pbr006143.1	III	IV
Pbr020127.1	Pbr006144.1	IV	III
Pbr020123.1	Pbr006147.1	IV	III
Pbr020120.1	Pbr006150.1	IV	III
Pbr020112.1	Pbr006157.1	IV	V
Pbr020101.1	Pbr006159.1	III	V
Pbr020099.1	Pbr006164.1	IV	V
Pbr020098.1	Pbr006167.1	IV	III
Pbr020089.1	Pbr006175.1	I	V
Pbr020088.1	Pbr006176.1	III	V
Pbr020085.1	Pbr006178.1	IV	V
Pbr020081.1	Pbr006182.1	III	IV
Pbr020075.3	Pbr006186.1	IV	V
Pbr020073.1	Pbr006188.1	IV	V
Pbr020070.1	Pbr006191.1	I	IV
Pbr020068.1	Pbr006193.2	IV	V
Pbr020066.1	Pbr006196.2	IV	V
Pbr020065.1	Pbr006197.1	III	IV
Pbr020058.1	Pbr006206.1	IV	V
Pbr020056.1	Pbr006209.1	IV	V
Pbr020044.1	Pbr006216.1	IV	V
Pbr020042.1	Pbr006219.1	IV	V
Pbr020040.1	Pbr006220.1	IV	III
Pbr020039.1	Pbr006223.1	III	V
Pbr020038.1	Pbr006224.2	III	V
Pbr020035.1	Pbr006225.5	IV	V
Pbr020034.1	Pbr006226.1	IV	V
Pbr020032.1	Pbr006234.1	III	V
Pbr019925.1	Pbr029285.1	III	IV
Pbr019921.1	Pbr029286.1	I	V
Pbr019919.1	Pbr029287.1	II	III
Pbr042756.1	Pbr029289.1	I	IV
Pbr019917.1	Pbr029291.2	III	V
Pbr019914.1	Pbr024967.2	IV	V
Pbr019911.1	Pbr024970.1	IV	V
Pbr019909.1	Pbr024972.1	IV	V
Pbr019905.1	Pbr024973.1	IV	V
Pbr019898.1	Pbr024980.1	IV	V
Pbr019897.1	Pbr024982.1	II	III
Pbr019895.1	Pbr024984.1	IV	V
Pbr019892.1	Pbr024987.1	III	V
Pbr019888.1	Pbr024992.1	III	IV
Pbr019887.1	Pbr024993.1	IV	V
Pbr019885.1	Pbr024994.1	III	IV
Pbr019884.1	Pbr025001.1	III	V
Pbr019883.1	Pbr025002.1	II	V
Pbr019882.1	Pbr025003.1	III	V
Pbr019875.1	Pbr025011.1	IV	V
Pbr019874.1	Pbr025012.2	IV	V
Pbr019873.1	Pbr025013.1	IV	III
Pbr019871.1	Pbr025015.1	IV	V
Pbr019870.1	Pbr025017.1	III	V
Pbr019869.1	Pbr025019.1	IV	V
Pbr019868.1	Pbr025020.1	III	V
Pbr019864.1	Pbr025026.1	IV	I
Pbr019991.1	Pbr036514.1	III	V
Pbr019988.2	Pbr036506.1	I	V
Pbr019985.1	Pbr036502.1	III	V
Pbr019984.2	Pbr036501.1	III	IV
Pbr019982.1	Pbr036500.1	IV	V
Pbr019981.1	Pbr036499.1	III	V
Pbr019980.1	Pbr036495.1	IV	V
Pbr019977.1	Pbr036485.1	IV	V
Pbr019976.1	Pbr036484.1	IV	V
Pbr019969.1	Pbr036479.1	IV	V
Pbr019968.1	Pbr036477.1	III	V
Pbr019967.1	Pbr036476.1	I	IV
Pbr019966.1	Pbr036475.1	III	V
Pbr019964.1	Pbr036473.1	IV	V
Pbr019959.2	Pbr036466.1	IV	V
Pbr019958.2	Pbr036465.1	III	IV
Pbr019957.1	Pbr036464.1	IV	III
Pbr019955.1	Pbr036462.1	III	V
Pbr019950.2	Pbr036460.1	III	IV
Pbr042757.1	Pbr036451.1	IV	V
Pbr019936.1	Pbr036442.1	I	V
Pbr019929.1	Pbr036439.1	IV	III
Pbr005920.1	Pbr006110.1	IV	V
Pbr005930.1	Pbr006121.2	IV	V
Pbr005933.1	Pbr006126.1	III	IV
Pbr005934.1	Pbr006127.1	III	V
Pbr005935.1	Pbr006128.1	IV	V
Pbr005936.1	Pbr006129.1	IV	V
Pbr005937.1	Pbr006130.2	III	V
Pbr005943.1	Pbr006138.1	III	IV
Pbr005945.1	Pbr006140.1	III	V
Pbr005950.1	Pbr006144.1	IV	V
Pbr005951.1	Pbr006145.1	IV	V
Pbr005952.2	Pbr006146.1	III	V
Pbr005954.1	Pbr006147.1	III	V
Pbr005957.1	Pbr006150.1	III	V
Pbr005958.2	Pbr006151.1	IV	V
Pbr005963.2	Pbr006156.1	III	V
Pbr005964.1	Pbr006157.1	IV	V
Pbr011128.1	Pbr016064.1	IV	V
Pbr011131.1	Pbr016062.1	IV	V
Pbr011139.1	Pbr016053.1	IV	V
Pbr011143.1	Pbr016050.1	III	V
Pbr011145.1	Pbr016049.2	III	IV
Pbr011146.1	Pbr016048.1	III	V
Pbr011156.1	Pbr016043.1	IV	V
Pbr037725.1	Pbr016038.2	III	V
Pbr037268.1	Pbr008553.1	III	V
Pbr037270.1	Pbr008551.1	III	V
Pbr037271.1	Pbr008550.1	III	I
Pbr005852.1	Pbr028073.1	IV	V
Pbr005854.1	Pbr028076.1	III	IV
Pbr005856.1	Pbr028078.1	III	V
Pbr005862.1	Pbr028082.4	III	IV
Pbr005866.1	Pbr028084.1	IV	V
Pbr005871.1	Pbr028092.1	IV	V
Pbr005872.1	Pbr028094.1	IV	V
Pbr005873.1	Pbr028095.1	IV	V
Pbr005874.1	Pbr028096.1	I	V
Pbr042672.1	Pbr028100.1	III	IV
Pbr031249.1	Pbr004211.1	IV	II
Pbr031247.1	Pbr004222.1	III	IV
Pbr031245.1	Pbr004225.1	IV	I
Pbr031244.1	Pbr004226.2	III	V
Pbr031240.1	Pbr004228.1	I	V
Pbr031239.1	Pbr004230.1	III	V
Pbr031238.1	Pbr004231.1	III	V
Pbr002648.2	Pbr029788.1	IV	V
Pbr002661.1	Pbr029779.1	III	IV
Pbr002664.1	Pbr029777.1	IV	V
Pbr002667.1	Pbr029774.1	III	V
Pbr002670.1	Pbr029769.1	IV	V
Pbr009253.1	Pbr038740.1	III	V
Pbr009252.1	Pbr038741.1	III	V
Pbr009250.1	Pbr038743.1	III	V
Pbr009246.1	Pbr038746.1	III	IV
Pbr009244.1	Pbr038750.1	IV	V
Pbr025405.1	Pbr000955.1	III	IV
Pbr025411.2	Pbr000963.1	IV	V
Pbr025412.1	Pbr000964.1	III	IV
Pbr025413.2	Pbr000965.1	III	V
Pbr025434.1	Pbr010566.1	II	V
Pbr010110.1	Pbr004175.1	I	V
Pbr021117.1	Pbr021288.1	IV	V
Pbr021120.1	Pbr021283.1	IV	V
Pbr021123.1	Pbr021277.1	III	IV
Pbr021124.1	Pbr021276.1	III	V
Pbr021126.1	Pbr021275.1	III	V
Pbr021127.1	Pbr021274.1	IV	I
Pbr002652.1	Pbr021254.1	III	V
Pbr009223.1	Pbr040384.1	IV	V
Pbr009221.1	Pbr040383.1	IV	V
Pbr009218.3	Pbr040376.1	III	V
Pbr009210.1	Pbr040369.1	III	V
Pbr016965.1	Pbr026649.1	IV	V
Pbr016961.1	Pbr026646.1	III	V
Pbr016960.1	Pbr026645.1	III	V
Pbr040603.1	Pbr024566.1	III	V
Pbr040612.1	Pbr024570.1	IV	V
Pbr015309.1	Pbr022028.1	IV	III
Pbr015320.1	Pbr022017.1	IV	V
Pbr014341.1	Pbr006129.1	III	V
Pbr014339.1	Pbr006130.2	IV	V
Pbr014319.1	Pbr006143.1	III	V
Pbr014292.1	Pbr006176.1	III	V
Pbr020020.1	Pbr019037.1	IV	V
Pbr020017.1	Pbr019035.2	III	V
Pbr020016.1	Pbr019034.1	IV	V
Pbr020015.1	Pbr019033.1	IV	V
Pbr031689.1	Pbr024981.1	IV	II
Pbr031693.1	Pbr024984.1	IV	V
Pbr031704.1	Pbr024992.1	III	V
Pbr001160.1	Pbr004294.1	IV	V
Pbr001163.1	Pbr004290.1	IV	V
Pbr001165.1	Pbr004289.1	IV	V
Pbr000887.1	Pbr004286.1	III	V
Pbr000880.1	Pbr004281.1	III	IV
Pbr000877.1	Pbr004277.1	IV	V
Pbr000875.1	Pbr004275.1	IV	V
Pbr000871.1	Pbr004274.2	IV	V
Pbr000866.1	Pbr004273.1	III	V
Pbr000860.1	Pbr004268.1	IV	V
Pbr000859.1	Pbr004267.2	III	V
Pbr000858.1	Pbr004265.1	IV	V
Pbr000857.1	Pbr004264.1	III	V
Pbr000852.1	Pbr004255.1	III	V
Pbr000844.1	Pbr042665.1	III	V
Pbr000843.1	Pbr004249.3	III	IV
Pbr000811.1	Pbr004236.1	IV	V
Pbr000802.1	Pbr004233.1	III	V
Pbr000799.1	Pbr004230.1	IV	V
Pbr000798.1	Pbr004228.1	I	V
Pbr000794.1	Pbr004226.2	III	IV
Pbr000790.1	Pbr004225.1	IV	V
Pbr019750.1	Pbr021962.1	IV	V
Pbr019742.1	Pbr021973.1	IV	V
Pbr019741.1	Pbr021974.1	III	IV
Pbr019732.1	Pbr021984.4	IV	V
Pbr019714.1	Pbr021999.1	II	V
Pbr019710.1	Pbr022006.1	IV	V
Pbr019709.1	Pbr022009.2	III	V
Pbr019708.1	Pbr022010.1	IV	V
Pbr019704.1	Pbr022016.1	IV	V
Pbr019700.1	Pbr022017.1	IV	V
Pbr019690.1	Pbr022025.1	IV	V
Pbr019687.1	Pbr022028.1	III	V
Pbr019686.1	Pbr022029.1	IV	V
Pbr019684.1	Pbr022030.2	IV	V
Pbr019682.3	Pbr022035.1	IV	V
Pbr042750.1	Pbr022036.1	IV	III
Pbr019681.1	Pbr022037.1	IV	I
Pbr019674.1	Pbr022038.1	IV	V
Pbr020860.1	Pbr026563.1	III	V
Pbr020863.1	Pbr026565.1	I	V
Pbr020864.1	Pbr026566.1	IV	III
Pbr020866.1	Pbr026569.1	IV	V
Pbr020873.2	Pbr026570.1	III	V
Pbr020875.1	Pbr026573.2	III	IV
Pbr020876.1	Pbr026574.1	II	V
Pbr020877.1	Pbr026575.1	IV	V
Pbr020879.2	Pbr026577.2	IV	V
Pbr020881.1	Pbr026579.1	III	V
Pbr020885.1	Pbr026582.1	III	V
Pbr020892.4	Pbr026585.3	IV	V
Pbr020900.1	Pbr042811.1	IV	III
Pbr020903.1	Pbr026591.4	IV	V
Pbr020907.1	Pbr026593.1	IV	V
Pbr020910.1	Pbr026594.1	I	IV
Pbr020911.1	Pbr026595.1	IV	III
Pbr027842.1	Pbr020594.1	IV	V
Pbr027844.4	Pbr020592.1	III	V
Pbr027846.2	Pbr020589.1	III	V
Pbr027877.1	Pbr042510.1	II	I
Pbr027879.1	Pbr042514.1	III	V
Pbr027881.1	Pbr042518.1	IV	V
Pbr027883.1	Pbr042520.1	IV	V
Pbr027888.1	Pbr042522.1	III	V
Pbr027900.1	Pbr042530.1	III	V
Pbr027918.1	Pbr042537.1	III	V
Pbr027928.1	Pbr042542.1	IV	V
Pbr008727.1	Pbr012338.1	IV	V
Pbr008734.1	Pbr012331.1	IV	V
Pbr008740.1	Pbr012323.1	IV	V
Pbr008745.1	Pbr012315.1	IV	V
Pbr008746.1	Pbr012313.1	IV	V
Pbr008747.1	Pbr012311.1	III	V
Pbr008748.1	Pbr012310.1	III	V
Pbr008754.1	Pbr012300.1	III	IV
Pbr008755.1	Pbr012299.1	III	V
Pbr008758.1	Pbr012295.1	I	V
Pbr008760.1	Pbr012293.1	III	V
Pbr002172.2	Pbr032209.1	IV	V
Pbr008167.1	Pbr008514.1	IV	V
Pbr008173.1	Pbr008526.1	III	V
Pbr008178.1	Pbr008534.1	IV	III
Pbr008185.1	Pbr008540.1	I	IV
Pbr008186.1	Pbr008541.1	II	III
Pbr008189.1	Pbr008546.1	IV	V
Pbr008190.1	Pbr008547.1	IV	V
Pbr008194.1	Pbr008549.1	IV	V
Pbr008195.1	Pbr008550.1	IV	V
Pbr010105.1	Pbr016032.1	III	V
Pbr009305.1	Pbr002334.1	IV	V
Pbr009304.1	Pbr002333.1	IV	V
Pbr009303.1	Pbr002332.1	IV	I
Pbr009302.1	Pbr002331.1	III	V
Pbr009298.1	Pbr002328.2	III	IV
Pbr009276.1	Pbr018763.1	III	V
Pbr009267.1	Pbr018757.1	III	IV
Pbr009266.1	Pbr018756.1	IV	V
Pbr009264.1	Pbr018754.1	IV	V
Pbr009263.3	Pbr018748.1	III	V
Pbr009262.1	Pbr018746.1	IV	V
Pbr019816.2	Pbr029277.1	III	IV
Pbr019814.1	Pbr029268.1	IV	V
Pbr019812.1	Pbr029267.1	IV	V
Pbr019811.1	Pbr029264.1	III	IV
Pbr019809.1	Pbr029262.1	III	V
Pbr019804.1	Pbr029255.1	IV	V
Pbr019803.1	Pbr029252.1	IV	III
Pbr019799.2	Pbr029247.1	IV	III
Pbr019987.1	Pbr036517.1	IV	V
Pbr019981.1	Pbr036526.1	IV	V
Pbr019980.1	Pbr036527.1	IV	V
Pbr019976.1	Pbr036538.1	IV	III
Pbr019968.1	Pbr036545.1	III	V
Pbr019967.1	Pbr036547.1	IV	V
Pbr019966.1	Pbr036548.1	IV	V
Pbr033210.1	Pbr026603.1	III	V
Pbr033225.1	Pbr026613.1	IV	V
Pbr033226.1	Pbr026615.1	III	V
Pbr033230.1	Pbr026618.1	III	V
Pbr033231.1	Pbr026619.1	IV	V
Pbr033232.1	Pbr026620.2	IV	III
Pbr033233.1	Pbr026622.1	III	IV
Pbr033236.1	Pbr026624.1	IV	V
Pbr003182.1	Pbr026533.1	IV	III
Pbr003186.1	Pbr026536.1	IV	V
Pbr003188.1	Pbr026538.1	III	IV
Pbr003189.1	Pbr026540.1	III	V
Pbr003190.2	Pbr026541.1	IV	V
Pbr003194.1	Pbr026553.1	IV	V
Pbr031282.1	Pbr025969.1	IV	V
Pbr031276.2	Pbr025958.1	IV	V
Pbr031275.1	Pbr025956.1	IV	V
Pbr031265.2	Pbr025949.1	IV	III
Pbr031249.1	Pbr025939.1	IV	II
Pbr002648.2	Pbr021247.1	IV	V
Pbr002649.1	Pbr021250.1	III	IV
Pbr002650.1	Pbr021252.1	III	IV
Pbr002655.4	Pbr021258.1	III	V
Pbr002658.1	Pbr021261.1	III	I
Pbr002660.1	Pbr021263.1	III	V
Pbr002661.1	Pbr021264.1	II	IV
Pbr019828.1	Pbr036420.2	IV	V
Pbr019827.1	Pbr036422.1	III	V
Pbr019826.1	Pbr036423.1	III	V
Pbr019823.1	Pbr036425.1	III	V
Pbr019822.1	Pbr036426.2	IV	V
Pbr019821.1	Pbr036427.1	III	IV
Pbr020001.1	Pbr019026.1	IV	V
Pbr019996.1	Pbr019022.1	I	V
Pbr019995.1	Pbr019020.1	III	IV
Pbr019991.1	Pbr019016.1	IV	V
Pbr008157.1	Pbr033504.1	IV	V
Pbr008163.2	Pbr033508.2	III	V
Pbr008165.1	Pbr033509.1	IV	V
Pbr008167.1	Pbr033511.1	III	V
Pbr040604.1	Pbr042795.1	IV	V
Pbr040606.1	Pbr042794.1	III	V
Pbr041966.1	Pbr026515.1	II	V
Pbr041967.2	Pbr026519.1	III	V
Pbr041969.1	Pbr026522.1	III	V
Pbr041970.1	Pbr026523.1	III	IV
Pbr041974.1	Pbr042807.1	IV	V
Pbr017237.1	Pbr006192.1	IV	V
Pbr017240.1	Pbr006191.1	I	III
Pbr017249.1	Pbr006183.1	IV	V
Pbr017252.1	Pbr006182.1	IV	III
Pbr002677.1	Pbr002332.1	IV	V
Pbr002679.1	Pbr002330.1	IV	V
Pbr001159.1	Pbr021952.1	III	V
Pbr001165.1	Pbr021957.1	IV	V
Pbr037024.1	Pbr032209.1	IV	V
Pbr037020.1	Pbr032205.1	III	V
Pbr037017.1	Pbr032201.1	III	V
Pbr042160.2	Pbr039309.1	III	I
Pbr042161.1	Pbr039308.1	III	IV
Pbr042165.1	Pbr039307.2	III	V
Pbr021120.1	Pbr021290.1	IV	V
Pbr021124.1	Pbr021299.1	III	V
Pbr033322.1	Pbr018069.1	III	V
Pbr033326.1	Pbr018065.1	IV	V
Pbr033327.1	Pbr018064.1	III	V
Pbr033335.1	Pbr018054.1	IV	V
Pbr033340.1	Pbr018047.1	III	IV
Pbr033341.1	Pbr018046.1	III	V
Pbr033350.1	Pbr018038.3	III	V
Pbr033354.1	Pbr018034.1	III	V
Pbr033356.1	Pbr018032.1	IV	V
Pbr009305.1	Pbr018172.1	IV	II
Pbr009302.1	Pbr018168.1	III	V
Pbr009294.1	Pbr018160.1	III	V
Pbr009292.1	Pbr018157.1	III	IV
Pbr009283.1	Pbr018152.1	IV	V
Pbr009282.1	Pbr018150.1	II	I
Pbr009280.1	Pbr018148.1	IV	I
Pbr009274.1	Pbr018132.1	IV	V
Pbr002675.1	Pbr018172.1	IV	V
Pbr002677.1	Pbr018169.1	IV	V
Pbr002679.1	Pbr018167.1	IV	V
Pbr002692.1	Pbr018156.1	III	V
Pbr002695.1	Pbr018152.1	IV	V
Pbr031825.2	Pbr024083.1	III	V
Pbr031827.1	Pbr024081.1	III	V
Pbr031829.1	Pbr024079.1	III	IV
Pbr031830.1	Pbr024078.1	III	V
Pbr031831.1	Pbr024077.1	III	V
Pbr031833.1	Pbr024075.1	I	V
Pbr017246.1	Pbr029687.1	IV	V
Pbr017262.1	Pbr029701.1	III	IV
Pbr017263.1	Pbr029703.1	III	I
Pbr014302.2	Pbr029724.1	II	III
Pbr014301.1	Pbr029723.1	III	IV
Pbr014300.1	Pbr029722.1	IV	I
Pbr014289.1	Pbr029711.1	III	I
Pbr014285.1	Pbr029708.1	I	V
Pbr019893.1	Pbr015244.1	IV	V
Pbr019888.1	Pbr015249.1	III	V
Pbr019887.1	Pbr015250.1	IV	V
Pbr019871.1	Pbr015258.1	III	V
Pbr019869.1	Pbr015265.1	IV	V
Pbr019868.1	Pbr015270.1	III	V
Pbr019860.1	Pbr015282.1	IV	V
Pbr019853.1	Pbr032492.1	III	IV
Pbr031689.1	Pbr015238.2	III	V
Pbr031699.1	Pbr015244.1	IV	V
Pbr031708.1	Pbr015251.1	IV	V
Pbr031712.1	Pbr015254.1	III	V
Pbr009294.1	Pbr018132.1	III	V
Pbr009293.1	Pbr018134.1	III	V
Pbr009287.1	Pbr018136.1	IV	V
Pbr009285.1	Pbr018138.1	III	V
Pbr009282.1	Pbr018141.1	IV	I
Pbr009274.1	Pbr018160.1	IV	V
Pbr008769.1	Pbr019114.1	IV	V
Pbr008772.1	Pbr019116.1	III	IV
Pbr008784.1	Pbr019133.1	III	V
Pbr016976.3	Pbr019164.1	III	IV
Pbr016969.1	Pbr019169.1	IV	I
Pbr016964.1	Pbr019176.1	III	V
Pbr016954.1	Pbr019185.1	IV	V
Pbr016951.1	Pbr019187.1	IV	V
Pbr016947.1	Pbr019188.1	IV	V
Pbr016943.1	Pbr019194.1	III	IV
Pbr015600.1	Pbr008870.1	IV	I
Pbr015585.1	Pbr008861.1	IV	V
Pbr015574.1	Pbr008855.1	III	V
Pbr015569.1	Pbr008847.1	III	V
Pbr015562.1	Pbr008838.1	III	V
Pbr002686.1	Pbr018134.1	III	V
Pbr002693.1	Pbr018138.1	III	IV
Pbr002695.1	Pbr018139.1	IV	V
Pbr025408.1	Pbr023722.1	IV	V
Pbr025411.2	Pbr023723.2	III	V
Pbr025425.1	Pbr023730.1	IV	I
Pbr014349.1	Pbr000942.1	I	V
Pbr014344.1	Pbr000945.1	III	IV
Pbr040630.2	Pbr001576.3	III	IV
Pbr040636.1	Pbr001571.1	III	V
Pbr037398.1	Pbr003402.1	III	IV
Pbr019605.1	Pbr004138.1	III	V
Pbr019603.1	Pbr004140.1	III	V
Pbr019618.1	Pbr004140.1	IV	V
Pbr019617.1	Pbr004139.1	IV	V
Pbr019616.1	Pbr004138.1	IV	V
Pbr019615.1	Pbr004137.1	III	V
Pbr019614.1	Pbr004136.1	III	V
Pbr019613.1	Pbr004135.1	III	V
Pbr019612.1	Pbr004134.1	IV	V
Pbr008721.1	Pbr004139.1	IV	V
Pbr008722.1	Pbr004137.1	III	V
Pbr008723.1	Pbr004136.1	I	V
Pbr008724.1	Pbr004135.1	III	V
Pbr008727.1	Pbr004131.1	I	V
Pbr005854.1	Pbr005563.1	III	V
